Date,Open,High,Low,Close,Adj Close,Volume
2006-04-13,7993.600098,8012.700195,7974.399902,8007.299805,8007.299805,70531300
2006-04-14,null,null,null,null,null,null
2006-04-17,null,null,null,null,null,null
2006-04-18,7973.000000,7998.899902,7941.600098,7961.399902,7961.399902,74717200
2006-04-19,8011.899902,8050.899902,8005.200195,8050.899902,8050.899902,65467600
2006-04-20,8054.799805,8074.500000,8020.000000,8057.000000,8057.000000,71422600
2006-04-21,8096.799805,8104.200195,8052.100098,8093.500000,8093.500000,122660200
2006-04-24,8072.799805,8096.799805,8056.700195,8076.299805,8076.299805,78833400
2006-04-25,8103.000000,8131.799805,8036.500000,8041.000000,8041.000000,84038400
2006-04-26,8065.299805,8074.500000,8022.899902,8071.100098,8071.100098,59496200
2006-04-27,8076.600098,8080.200195,8008.700195,8080.100098,8080.100098,108252800
2006-04-28,8075.700195,8075.799805,8029.299805,8047.299805,8047.299805,57527700
2006-05-01,null,null,null,null,null,null
2006-05-02,8073.100098,8106.500000,8067.799805,8074.700195,8074.700195,105585200
2006-05-03,8093.799805,8098.899902,7964.600098,7964.600098,7964.600098,90937200
2006-05-04,7956.899902,7970.799805,7875.200195,7965.399902,7965.399902,77842000
2006-05-05,7962.700195,8059.500000,7960.299805,8058.100098,8058.100098,130527200
2006-05-08,8100.799805,8125.700195,8091.000000,8103.600098,8103.600098,76357200
2006-05-09,8109.799805,8139.100098,8088.299805,8122.100098,8122.100098,52124200
2006-05-10,8109.700195,8138.399902,8102.399902,8112.899902,8112.899902,83800600
2006-05-11,8129.200195,8158.899902,8094.200195,8097.299805,8097.299805,95228800
2006-05-12,8058.500000,8082.000000,7944.500000,7954.100098,7954.100098,79235400
2006-05-15,7910.700195,7938.200195,7798.899902,7853.899902,7853.899902,90427200
2006-05-16,7853.799805,7904.100098,7822.500000,7887.100098,7887.100098,109240200
2006-05-17,7923.399902,7928.899902,7656.600098,7658.500000,7658.500000,111705400
2006-05-18,7670.600098,7706.600098,7547.100098,7602.299805,7602.299805,153641400
2006-05-19,7582.899902,7636.299805,7568.899902,7614.299805,7614.299805,221983600
2006-05-22,7584.600098,7604.500000,7413.700195,7430.200195,7430.200195,219665600
2006-05-23,7495.399902,7596.799805,7450.299805,7572.500000,7572.500000,115732000
2006-05-24,7539.200195,7554.899902,7443.100098,7481.299805,7481.299805,80749400
2006-05-25,null,null,null,null,null,null
2006-05-26,7623.899902,7679.500000,7574.100098,7679.500000,7679.500000,65369800
2006-05-29,7670.299805,7693.100098,7659.700195,7688.100098,7688.100098,21654800
2006-05-30,7686.700195,7699.299805,7533.299805,7533.299805,7533.299805,72313800
2006-05-31,7473.600098,7604.399902,7441.600098,7604.399902,7604.399902,73763200
2006-06-01,7602.000000,7632.899902,7529.799805,7617.299805,7617.299805,55106400
2006-06-02,7676.799805,7714.200195,7638.799805,7665.100098,7665.100098,84550000
2006-06-05,null,null,null,null,null,null
2006-06-06,7531.700195,7600.500000,7473.399902,7497.000000,7497.000000,74135600
2006-06-07,7500.700195,7554.200195,7477.000000,7549.799805,7549.799805,64718200
2006-06-08,7401.600098,7453.200195,7343.500000,7344.299805,7344.299805,113988600
2006-06-09,7437.399902,7442.899902,7402.299805,7434.600098,7434.600098,147190400
2006-06-12,7420.200195,7449.600098,7318.000000,7332.700195,7332.700195,62865200
2006-06-13,7200.000000,7245.299805,7123.200195,7154.899902,7154.899902,117190000
2006-06-14,7190.899902,7224.600098,7138.000000,7171.000000,7171.000000,83907800
2006-06-15,7240.899902,7343.100098,7224.700195,7324.399902,7324.399902,83002200
2006-06-16,7408.899902,7430.500000,7286.200195,7294.500000,7294.500000,150782200
2006-06-19,7356.600098,7404.500000,7344.899902,7364.000000,7364.000000,58216800
2006-06-20,7320.399902,7397.899902,7307.700195,7397.899902,7397.899902,63753000
2006-06-21,7420.799805,7437.600098,7355.399902,7427.100098,7427.100098,65860400
2006-06-22,7503.600098,7521.100098,7448.299805,7483.299805,7483.299805,56879000
2006-06-23,7474.200195,7512.799805,7446.700195,7485.799805,7485.799805,38078600
2006-06-26,7533.399902,7539.100098,7450.299805,7463.600098,7463.600098,45536200
2006-06-27,7503.700195,7503.700195,7401.600098,7406.799805,7406.799805,43752200
2006-06-28,7378.600098,7452.100098,7372.799805,7431.899902,7431.899902,37224600
2006-06-29,7470.100098,7558.000000,7457.799805,7541.100098,7541.100098,53640400
2006-06-30,7624.100098,7652.100098,7567.700195,7652.100098,7652.100098,72608400
2006-07-03,7664.700195,7720.700195,7643.700195,7720.700195,7720.700195,44131400
2006-07-04,7718.299805,7727.799805,7678.600098,7727.799805,7727.799805,37951800
2006-07-05,7705.899902,7706.500000,7632.899902,7659.200195,7659.200195,42217000
2006-07-06,7675.200195,7729.600098,7674.000000,7704.600098,7704.600098,43074400
2006-07-07,7693.500000,7703.000000,7625.500000,7655.200195,7655.200195,45439000
2006-07-10,7659.700195,7704.399902,7613.799805,7704.399902,7704.399902,38386000
2006-07-11,7672.600098,7709.500000,7655.200195,7669.399902,7669.399902,47974800
2006-07-12,7701.600098,7776.000000,7696.899902,7707.000000,7707.000000,54101200
2006-07-13,7677.799805,7677.799805,7566.500000,7588.000000,7588.000000,54502400
2006-07-14,7512.500000,7570.100098,7490.600098,7506.799805,7506.799805,53208600
2006-07-17,7504.799805,7529.799805,7428.100098,7501.299805,7501.299805,63444400
2006-07-18,7497.100098,7523.600098,7438.700195,7461.299805,7461.299805,76018800
2006-07-19,7496.600098,7605.299805,7480.500000,7603.600098,7603.600098,64413800
2006-07-20,7659.399902,7688.299805,7634.200195,7659.600098,7659.600098,54795600
2006-07-21,7640.399902,7658.299805,7600.500000,7618.100098,7618.100098,83534800
2006-07-24,7636.200195,7786.500000,7632.200195,7780.299805,7780.299805,49577800
2006-07-25,7792.200195,7841.200195,7769.899902,7784.799805,7784.799805,51008200
2006-07-26,7790.600098,7834.399902,7784.700195,7815.100098,7815.100098,60985800
2006-07-27,7860.100098,7865.700195,7810.000000,7856.500000,7856.500000,82650800
2006-07-28,7841.299805,7949.399902,7829.799805,7946.500000,7946.500000,48050600
2006-07-31,7954.000000,7966.200195,7917.399902,7941.799805,7941.799805,41858200
2006-08-01,null,null,null,null,null,null
2006-08-02,7920.799805,7924.200195,7877.700195,7905.200195,7905.200195,82802800
2006-08-03,7919.700195,7925.799805,7800.600098,7810.000000,7810.000000,62768800
2006-08-04,7844.500000,7901.500000,7822.600098,7891.000000,7891.000000,54061200
2006-08-07,7825.000000,7842.399902,7786.899902,7790.799805,7790.799805,41014800
2006-08-08,7828.100098,7841.200195,7786.500000,7793.299805,7793.299805,36262600
2006-08-09,7808.000000,7890.100098,7741.799805,7882.899902,7882.899902,51658200
2006-08-10,7826.100098,7849.600098,7754.899902,7844.200195,7844.200195,45719600
2006-08-11,7848.100098,7886.899902,7838.299805,7858.600098,7858.600098,47198200
2006-08-14,7900.600098,7929.399902,7893.500000,7925.100098,7925.100098,33101600
2006-08-15,7922.100098,8064.600098,7904.100098,8055.299805,8055.299805,60937000
2006-08-16,8065.000000,8112.100098,8034.600098,8089.700195,8089.700195,62007400
2006-08-17,8086.399902,8146.799805,8085.899902,8112.799805,8112.799805,57881200
2006-08-18,8108.700195,8124.600098,8066.500000,8084.200195,8084.200195,52579200
2006-08-21,8068.799805,8102.899902,8048.500000,8057.600098,8057.600098,36765000
2006-08-22,8078.399902,8089.100098,8006.399902,8080.600098,8080.600098,50018800
2006-08-23,8104.799805,8108.299805,8052.100098,8078.700195,8078.700195,40931000
2006-08-24,8082.100098,8139.200195,8064.799805,8099.000000,8099.000000,48403400
2006-08-25,8108.000000,8134.500000,8096.899902,8102.500000,8102.500000,33168600
2006-08-28,8096.200195,8128.100098,8044.700195,8118.600098,8118.600098,25165600
2006-08-29,8113.899902,8192.299805,8110.200195,8165.600098,8165.600098,42149200
2006-08-30,8177.700195,8204.599609,8169.200195,8183.399902,8183.399902,37856600
2006-08-31,8203.900391,8211.000000,8150.399902,8168.000000,8168.000000,41323200
2006-09-01,8173.100098,8218.599609,8158.899902,8189.100098,8189.100098,37775000
2006-09-04,8194.799805,8235.400391,8188.399902,8230.200195,8230.200195,31002400
2006-09-05,8233.900391,8236.299805,8175.700195,8226.200195,8226.200195,57053200
2006-09-06,8219.700195,8223.099609,8142.100098,8172.799805,8172.799805,53274000
2006-09-07,8139.200195,8153.799805,8102.700195,8126.100098,8126.100098,44446000
2006-09-08,8142.700195,8174.600098,8141.500000,8167.000000,8167.000000,29414400
2006-09-11,8137.200195,8160.600098,8084.299805,8094.100098,8094.100098,41842400
2006-09-12,8109.700195,8196.000000,8073.700195,8195.099609,8195.099609,52271600
2006-09-13,8228.200195,8246.500000,8208.200195,8215.700195,8215.700195,48988600
2006-09-14,8239.500000,8245.500000,8170.299805,8181.799805,8181.799805,48889800
2006-09-15,8196.299805,8246.200195,8185.600098,8229.299805,8229.299805,111642100
2006-09-18,8224.400391,8279.700195,8199.099609,8257.799805,8257.799805,42805000
2006-09-19,8259.900391,8265.700195,8202.500000,8232.099609,8232.099609,40192000
2006-09-20,8243.200195,8351.400391,8229.500000,8342.400391,8342.400391,67658400
2006-09-21,8343.599609,8383.900391,8328.799805,8373.599609,8373.599609,65964200
2006-09-22,8320.000000,8338.700195,8271.400391,8294.500000,8294.500000,54953800
2006-09-25,8306.500000,8328.299805,8251.400391,8270.500000,8270.500000,67102200
2006-09-26,8299.299805,8390.900391,8291.000000,8382.799805,8382.799805,59601600
2006-09-27,8400.299805,8430.400391,8362.900391,8413.099609,8413.099609,77050600
2006-09-28,8416.200195,8433.200195,8389.500000,8416.700195,8416.700195,46205800
2006-09-29,8440.000000,8463.799805,8413.099609,8425.900391,8425.900391,56741800
2006-10-02,8432.200195,8451.599609,8381.200195,8381.200195,8381.200195,45647000
2006-10-03,8375.000000,8390.200195,8346.200195,8390.200195,8390.200195,42383000
2006-10-04,8413.400391,8451.400391,8408.799805,8448.900391,8448.900391,44770600
2006-10-05,8504.500000,8514.700195,8472.599609,8511.000000,8511.000000,63197800
2006-10-06,8515.400391,8530.099609,8485.900391,8521.200195,8521.200195,85248600
2006-10-09,8501.200195,8548.900391,8490.000000,8548.900391,8548.900391,41607800
2006-10-10,8564.200195,8627.200195,8551.400391,8627.200195,8627.200195,58817400
2006-10-11,8604.599609,8638.500000,8585.000000,8638.000000,8638.000000,51361800
2006-10-12,8641.200195,8673.700195,8601.799805,8673.700195,8673.700195,57561200
2006-10-13,8675.799805,8677.599609,8622.000000,8651.099609,8651.099609,49976000
2006-10-16,8659.900391,8670.700195,8620.599609,8632.099609,8632.099609,45222800
2006-10-17,8617.099609,8622.299805,8522.099609,8535.299805,8535.299805,55283400
2006-10-18,8575.200195,8631.799805,8566.900391,8620.200195,8620.200195,50778400
2006-10-19,8595.599609,8631.799805,8552.900391,8620.700195,8620.700195,52089200
2006-10-20,8641.099609,8661.200195,8608.900391,8643.000000,8643.000000,49495400
2006-10-23,8662.599609,8711.700195,8636.500000,8697.599609,8697.599609,45913400
2006-10-24,8691.400391,8707.799805,8638.400391,8662.700195,8662.700195,50793000
2006-10-25,8657.900391,8702.099609,8643.000000,8682.500000,8682.500000,55607800
2006-10-26,8724.299805,8750.000000,8673.299805,8673.799805,8673.799805,82975000
2006-10-27,8684.500000,8699.400391,8650.400391,8695.400391,8695.400391,62529800
2006-10-30,8647.900391,8661.799805,8619.700195,8652.400391,8652.400391,39896600
2006-10-31,8575.500000,8629.500000,8569.700195,8569.700195,8569.700195,79967200
2006-11-01,8580.799805,8631.099609,8572.700195,8613.000000,8613.000000,55854400
2006-11-02,8599.599609,8663.500000,8574.200195,8645.700195,8645.700195,77116000
2006-11-03,8669.599609,8724.099609,8634.500000,8698.500000,8698.500000,51426800
2006-11-06,8723.099609,8798.500000,8718.400391,8798.500000,8798.500000,54248000
2006-11-07,8802.700195,8836.299805,8783.099609,8835.599609,8835.599609,73717600
2006-11-08,8801.000000,8822.700195,8751.799805,8776.700195,8776.700195,61710400
2006-11-09,8790.599609,8800.400391,8748.299805,8764.200195,8764.200195,57232800
2006-11-10,8729.000000,8739.000000,8704.400391,8735.799805,8735.799805,49980200
2006-11-13,8661.900391,8769.000000,8654.200195,8752.099609,8752.099609,55751200
2006-11-14,8760.000000,8775.700195,8712.900391,8733.799805,8733.799805,76672000
2006-11-15,8787.200195,8809.200195,8752.700195,8791.200195,8791.200195,53054400
2006-11-16,8789.799805,8801.900391,8761.799805,8789.400391,8789.400391,59396600
2006-11-17,8784.099609,8820.400391,8723.900391,8745.799805,8745.799805,67063600
2006-11-20,8715.900391,8770.500000,8674.299805,8760.000000,8760.000000,67735800
2006-11-21,8755.299805,8824.700195,8755.099609,8774.599609,8774.599609,53150000
2006-11-22,8797.299805,8823.200195,8770.200195,8778.500000,8778.500000,50729000
2006-11-23,8791.200195,8818.700195,8748.900391,8751.299805,8751.299805,33741400
2006-11-24,8738.700195,8745.099609,8584.799805,8641.500000,8641.500000,62351400
2006-11-27,8622.400391,8656.200195,8517.299805,8517.299805,8517.299805,64445800
2006-11-28,8489.900391,8515.200195,8431.500000,8462.200195,8462.200195,80413200
2006-11-29,8495.299805,8572.500000,8469.099609,8569.900391,8569.900391,66800000
2006-11-30,8578.299805,8596.299805,8484.599609,8484.599609,8484.599609,68793400
2006-12-01,8496.200195,8550.799805,8391.200195,8420.299805,8420.299805,75255800
2006-12-04,8458.000000,8479.400391,8397.500000,8479.400391,8479.400391,58029000
2006-12-05,8495.900391,8532.900391,8452.099609,8452.099609,8452.099609,67900400
2006-12-06,8462.000000,8510.700195,8456.900391,8509.900391,8509.900391,54344400
2006-12-07,8499.200195,8595.099609,8499.000000,8570.900391,8570.900391,100092100
2006-12-08,8558.299805,8569.200195,8496.200195,8540.900391,8540.900391,63871000
2006-12-11,8579.400391,8613.799805,8576.299805,8594.000000,8594.000000,57533200
2006-12-12,8598.200195,8672.400391,8582.500000,8670.099609,8670.099609,63129400
2006-12-13,8658.299805,8712.599609,8656.099609,8678.500000,8678.500000,64602800
2006-12-14,8693.099609,8776.599609,8693.099609,8776.599609,8776.599609,66458000
2006-12-15,8802.599609,8828.099609,8776.700195,8786.900391,8786.900391,129474500
2006-12-18,8782.799805,8838.299805,8781.000000,8824.299805,8824.299805,71070600
2006-12-19,8778.200195,8802.200195,8742.299805,8763.099609,8763.099609,58270800
2006-12-20,8811.299805,8825.799805,8763.900391,8770.799805,8770.799805,56620600
2006-12-21,8782.299805,8798.400391,8769.900391,8775.400391,8775.400391,51898000
2006-12-22,8770.000000,8777.900391,8726.700195,8726.700195,8726.700195,24646400
2006-12-27,8756.299805,8822.200195,8751.700195,8822.200195,8822.200195,24141400
2006-12-28,8849.099609,8849.099609,8797.900391,8803.299805,8803.299805,28374600
2006-12-29,8813.900391,8820.299805,8754.299805,8785.700195,8785.700195,18379000
2007-01-03,8889.500000,8922.000000,8869.299805,8920.200195,8920.200195,67381600
2007-01-04,8880.799805,8925.200195,8865.900391,8925.200195,8925.200195,69011800
2007-01-05,8917.700195,8949.000000,8899.400391,8900.200195,8900.200195,66975800
2007-01-08,8917.400391,8932.400391,8837.000000,8850.299805,8850.299805,61637200
2007-01-09,8893.599609,8920.400391,8874.000000,8874.000000,8874.000000,55593000
2007-01-10,8846.599609,8874.400391,8814.599609,8861.599609,8861.599609,63554400
2007-01-11,8906.500000,8987.900391,8885.000000,8987.900391,8987.900391,74392400
2007-01-12,8979.099609,9032.799805,8967.599609,9032.799805,9032.799805,67872400
2007-01-15,9063.400391,9112.900391,9048.299805,9101.700195,9101.700195,52641800
2007-01-16,9104.000000,9115.099609,9067.299805,9073.000000,9073.000000,49699200
2007-01-17,9080.400391,9119.000000,9064.000000,9104.599609,9104.599609,56226400
2007-01-18,9116.799805,9151.200195,9074.700195,9099.299805,9099.299805,62533400
2007-01-19,9077.200195,9155.099609,9054.299805,9155.099609,9155.099609,81031200
2007-01-22,9154.500000,9182.099609,9085.200195,9102.200195,9102.200195,64020400
2007-01-23,9104.500000,9147.599609,9070.900391,9105.500000,9105.500000,80638200
2007-01-24,9135.299805,9155.799805,9116.400391,9153.099609,9153.099609,60854200
2007-01-25,9183.700195,9200.799805,9114.900391,9134.099609,9134.099609,66832200
2007-01-26,9109.200195,9114.299805,9041.099609,9041.099609,9041.099609,71285800
2007-01-29,9045.299805,9128.200195,9022.900391,9110.799805,9110.799805,55232000
2007-01-30,9106.099609,9148.700195,9091.900391,9147.000000,9147.000000,51995400
2007-01-31,9132.000000,9159.299805,9092.500000,9135.099609,9135.099609,64505200
2007-02-01,9205.599609,9252.500000,9200.700195,9217.900391,9217.900391,74199200
2007-02-02,9230.700195,9264.400391,9226.200195,9260.500000,9260.500000,62193400
2007-02-05,9249.599609,9261.299805,9225.299805,9257.900391,9257.900391,49954000
2007-02-06,9259.299805,9303.200195,9259.299805,9266.200195,9266.200195,51029000
2007-02-07,9271.900391,9288.200195,9235.099609,9288.200195,9288.200195,62206800
2007-02-08,9292.000000,9301.200195,9201.700195,9229.299805,9229.299805,90126200
2007-02-09,9268.500000,9309.400391,9260.400391,9292.099609,9292.099609,55549000
2007-02-12,9247.900391,9272.599609,9227.299805,9261.599609,9261.599609,56875800
2007-02-13,9273.700195,9287.599609,9231.099609,9240.000000,9240.000000,78439000
2007-02-14,9275.799805,9299.200195,9231.799805,9299.200195,9299.200195,75720200
2007-02-15,9332.000000,9335.700195,9262.299805,9305.400391,9305.400391,111212300
2007-02-16,9279.500000,9337.000000,9272.000000,9336.299805,9336.299805,85844200
2007-02-19,9338.400391,9376.700195,9335.799805,9345.599609,9345.599609,46258000
2007-02-20,9358.599609,9359.299805,9273.599609,9315.299805,9315.299805,61841800
2007-02-21,9334.099609,9357.900391,9197.700195,9207.099609,9207.099609,76673000
2007-02-22,9239.200195,9286.299805,9233.400391,9251.799805,9251.799805,86077200
2007-02-23,9258.700195,9272.400391,9205.799805,9258.000000,9258.000000,75431000
2007-02-26,9243.200195,9267.000000,9223.000000,9223.000000,9223.000000,88625200
2007-02-27,9129.700195,9135.799805,8891.700195,8909.799805,8909.799805,155950000
2007-02-28,8741.700195,8862.900391,8703.799805,8789.700195,8789.700195,168811900
2007-03-01,8785.299805,8905.700195,8622.099609,8781.900391,8781.900391,247398600
2007-03-02,8843.700195,8878.299805,8738.400391,8798.700195,8798.700195,117170600
2007-03-05,8640.799805,8708.099609,8609.400391,8676.900391,8676.900391,109098700
2007-03-06,8781.000000,8792.200195,8691.799805,8775.599609,8775.599609,166839000
2007-03-07,8798.799805,8878.799805,8770.900391,8878.400391,8878.400391,95236000
2007-03-08,8904.000000,8966.200195,8898.799805,8955.700195,8955.700195,80410600
2007-03-09,8937.700195,8964.700195,8869.200195,8933.900391,8933.900391,76883000
2007-03-12,8968.599609,9000.900391,8875.400391,8899.400391,8899.400391,59879600
2007-03-13,8900.299805,8905.700195,8822.700195,8829.099609,8829.099609,64869800
2007-03-14,8649.299805,8690.700195,8573.500000,8577.700195,8577.700195,125766300
2007-03-15,8685.400391,8722.000000,8646.099609,8706.799805,8706.799805,93444600
2007-03-16,8697.400391,8760.900391,8671.900391,8717.599609,8717.599609,131977400
2007-03-19,8803.200195,8845.400391,8775.200195,8841.700195,8841.700195,61836200
2007-03-20,8845.799805,8886.000000,8787.799805,8882.400391,8882.400391,62198000
2007-03-21,8880.799805,8960.900391,8871.400391,8942.200195,8942.200195,55620400
2007-03-22,9053.500000,9100.799805,9030.599609,9074.299805,9074.299805,111317400
2007-03-23,9068.799805,9107.099609,9038.500000,9089.799805,9089.799805,49151200
2007-03-26,9092.299805,9092.299805,8974.000000,9006.000000,9006.000000,50881600
2007-03-27,9053.000000,9058.000000,8965.400391,8966.299805,8966.299805,60405400
2007-03-28,8925.900391,8931.700195,8836.500000,8870.599609,8870.599609,57719400
2007-03-29,8907.200195,8978.900391,8895.200195,8977.500000,8977.500000,45364600
2007-03-30,8987.299805,9030.799805,8950.000000,8977.000000,8977.000000,67828600
2007-04-02,8932.200195,8975.700195,8887.299805,8956.299805,8956.299805,71884200
2007-04-03,9010.700195,9077.500000,8995.200195,9054.000000,9054.000000,73666000
2007-04-04,9079.200195,9081.400391,9034.099609,9057.599609,9057.599609,107111300
2007-04-05,9052.599609,9100.700195,9033.000000,9099.099609,9099.099609,68414000
2007-04-10,9103.000000,9160.500000,9083.599609,9150.700195,9150.700195,94010600
2007-04-11,9145.299805,9180.799805,9114.599609,9136.099609,9136.099609,85857200
2007-04-12,9122.299805,9139.099609,9059.400391,9110.099609,9110.099609,111808000
2007-04-13,9126.099609,9191.200195,9122.900391,9177.500000,9177.500000,60349600
2007-04-16,9223.700195,9280.299805,9216.799805,9269.900391,9269.900391,77481400
2007-04-17,9256.000000,9260.500000,9211.200195,9228.000000,9228.000000,85741000
2007-04-18,9234.000000,9288.799805,9202.900391,9278.500000,9278.500000,122686800
2007-04-19,9183.200195,9262.000000,9158.000000,9256.799805,9256.799805,81882200
2007-04-20,9317.500000,9417.099609,9303.700195,9399.799805,9399.799805,116175700
2007-04-23,9441.200195,9468.299805,9407.799805,9438.099609,9438.099609,76121200
2007-04-24,9443.799805,9447.500000,9344.500000,9392.400391,9392.400391,80425400
2007-04-25,9380.599609,9429.299805,9374.599609,9429.299805,9429.299805,76769800
2007-04-26,9497.599609,9515.299805,9431.799805,9481.299805,9481.299805,127788400
2007-04-27,9469.700195,9486.299805,9398.099609,9419.900391,9419.900391,73784200
2007-04-30,9397.500000,9474.099609,9394.700195,9428.299805,9428.299805,54283800
2007-05-02,9440.000000,9462.000000,9386.099609,9445.000000,9445.000000,120229900
2007-05-03,9434.599609,9458.299805,9312.500000,9393.000000,9393.000000,155019500
2007-05-04,9412.799805,9470.000000,9411.099609,9455.500000,9455.500000,85803800
2007-05-07,9475.599609,9478.700195,9418.099609,9455.500000,9455.500000,56227600
